127.0.0.1 - - [21/May/2018:11:26:16 +0800] "GET / HTTP/1.1" 404 994
0:0:0:0:0:0:0:1 - - [21/May/2018:11:29:06 +0800] "GET /preWeather/weather/web/login.html HTTP/1.1" 200 2714
0:0:0:0:0:0:0:1 - - [21/May/2018:11:29:06 +0800] "GET /preWeather/weather/css/H-ui.min.css HTTP/1.1" 200 152330
0:0:0:0:0:0:0:1 - - [21/May/2018:11:29:06 +0800] "GET /preWeather/weather/css/login.css HTTP/1.1" 200 798
0:0:0:0:0:0:0:1 - - [21/May/2018:11:29:06 +0800] "GET /preWeather/weather/img/user.png HTTP/1.1" 200 404
0:0:0:0:0:0:0:1 - - [21/May/2018:11:29:06 +0800] "GET /preWeather/weather/img/password.png HTTP/1.1" 200 491
0:0:0:0:0:0:0:1 - - [21/May/2018:11:29:06 +0800] "GET /preWeather/weather/img/login2.png HTTP/1.1" 200 224225
0:0:0:0:0:0:0:1 - - [21/May/2018:11:29:06 +0800] "GET /preWeather/weather/images/%E7%BB%84%204.png HTTP/1.1" 404 1080
0:0:0:0:0:0:0:1 - - [21/May/2018:11:29:17 +0800] "GET /preWeather/weather/web/register.html HTTP/1.1" 200 5037
0:0:0:0:0:0:0:1 - - [21/May/2018:11:29:17 +0800] "GET /preWeather/weather/css/register.css HTTP/1.1" 200 1405
0:0:0:0:0:0:0:1 - - [21/May/2018:11:29:17 +0800] "GET /preWeather/weather/images/%E5%9C%86%E8%A7%92%E7%9F%A9%E5%BD%A2%205%20%E6%8B%B7%E8%B4%9D%205.png HTTP/1.1" 404 1184
0:0:0:0:0:0:0:1 - - [21/May/2018:11:36:01 +0800] "POST /preWeather/weather/web/register.html HTTP/1.1" 200 5037
0:0:0:0:0:0:0:1 - - [21/May/2018:11:36:01 +0800] "GET /preWeather/weather/images/%E5%9C%86%E8%A7%92%E7%9F%A9%E5%BD%A2%205%20%E6%8B%B7%E8%B4%9D%205.png HTTP/1.1" 404 1184
0:0:0:0:0:0:0:1 - - [21/May/2018:11:37:22 +0800] "GET /preWeather/weather/web/detail.html HTTP/1.1" 200 13862
0:0:0:0:0:0:0:1 - - [21/May/2018:11:37:22 +0800] "GET /preWeather/weather/css/detail1.css HTTP/1.1" 200 804
0:0:0:0:0:0:0:1 - - [21/May/2018:11:37:22 +0800] "GET /preWeather/weather/js/echarts.js HTTP/1.1" 200 2542140
0:0:0:0:0:0:0:1 - - [21/May/2018:11:37:23 +0800] "GET /preWeather/weather/img/movie1.mp4 HTTP/1.1" 200 788493
0:0:0:0:0:0:0:1 - - [21/May/2018:11:37:23 +0800] "GET /preWeather/weather/img/movie1.mp4 HTTP/1.1" 206 18445
0:0:0:0:0:0:0:1 - - [21/May/2018:11:37:28 +0800] "GET /preWeather/weather/img/movie1.mp4 HTTP/1.1" 200 788493
0:0:0:0:0:0:0:1 - - [21/May/2018:11:37:28 +0800] "GET /preWeather/weather/img/movie1.mp4 HTTP/1.1" 206 18445
0:0:0:0:0:0:0:1 - - [21/May/2018:11:37:28 +0800] "GET /preWeather/weather/img/movie1.mp4 HTTP/1.1" 206 729088
0:0:0:0:0:0:0:1 - - [21/May/2018:11:37:31 +0800] "GET /preWeather/weather/img/movie1.mp4 HTTP/1.1" 200 788493
0:0:0:0:0:0:0:1 - - [21/May/2018:11:37:31 +0800] "GET /preWeather/weather/img/movie1.mp4 HTTP/1.1" 206 18445
0:0:0:0:0:0:0:1 - - [21/May/2018:11:37:31 +0800] "GET /preWeather/weather/img/movie1.mp4 HTTP/1.1" 206 729088
0:0:0:0:0:0:0:1 - - [21/May/2018:11:37:38 +0800] "GET /preWeather/weather/img/movie1.mp4 HTTP/1.1" 200 788493
0:0:0:0:0:0:0:1 - - [21/May/2018:11:37:38 +0800] "GET /preWeather/weather/img/movie1.mp4 HTTP/1.1" 206 18445
0:0:0:0:0:0:0:1 - - [21/May/2018:11:37:38 +0800] "GET /preWeather/weather/img/movie1.mp4 HTTP/1.1" 206 688128
0:0:0:0:0:0:0:1 - - [21/May/2018:11:37:40 +0800] "GET /preWeather/weather/img/movie1.mp4 HTTP/1.1" 200 788493
0:0:0:0:0:0:0:1 - - [21/May/2018:11:37:40 +0800] "GET /preWeather/weather/img/movie1.mp4 HTTP/1.1" 206 18445
0:0:0:0:0:0:0:1 - - [21/May/2018:11:37:40 +0800] "GET /preWeather/weather/img/movie1.mp4 HTTP/1.1" 206 729088
0:0:0:0:0:0:0:1 - - [21/May/2018:11:39:23 +0800] "GET /preWeather/weather/img/movie1.mp4 HTTP/1.1" 200 788493
0:0:0:0:0:0:0:1 - - [21/May/2018:11:39:23 +0800] "GET /preWeather/weather/img/movie1.mp4 HTTP/1.1" 206 18445
0:0:0:0:0:0:0:1 - - [21/May/2018:11:39:23 +0800] "GET /preWeather/weather/img/movie1.mp4 HTTP/1.1" 206 729088
0:0:0:0:0:0:0:1 - - [21/May/2018:11:40:43 +0800] "GET /preWeather/weather/img/movie1.mp4 HTTP/1.1" 206 679936
0:0:0:0:0:0:0:1 - - [21/May/2018:11:41:51 +0800] "GET /preWeather/weather/web/detail.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [21/May/2018:11:41:51 +0800] "GET /preWeather/weather/css/bootstrap.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [21/May/2018:11:41:51 +0800] "GET /preWeather/weather/css/common.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [21/May/2018:11:41:51 +0800] "GET /preWeather/weather/css/fans.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [21/May/2018:11:41:51 +0800] "GET /preWeather/weather/css/index.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [21/May/2018:11:41:51 +0800] "GET /preWeather/weather/css/detail1.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [21/May/2018:11:41:51 +0800] "GET /preWeather/weather/js/echarts.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [21/May/2018:11:41:51 +0800] "GET /preWeather/weather/img/fan-head2.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [21/May/2018:11:41:51 +0800] "GET /preWeather/weather/img/beijing1.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [21/May/2018:11:41:51 +0800] "GET /preWeather/weather/img/guangzhou.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [21/May/2018:11:41:51 +0800] "GET /preWeather/weather/img/shanghai.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [21/May/2018:11:41:51 +0800] "GET /preWeather/weather/img/add.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [21/May/2018:11:41:51 +0800] "GET /preWeather/weather/img/fan-head.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [21/May/2018:11:41:51 +0800] "GET /preWeather/weather/js/jquery.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [21/May/2018:11:41:51 +0800] "GET /preWeather/weather/img/head.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [21/May/2018:11:41:51 +0800] "GET /preWeather/weather/img/movie1.mp4 HTTP/1.1" 304 -
